Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2017-07-30,Face Pull On Lat Pulldown,Shoulders,27.0,9,,,,""
2017-07-30,Lateral Machine Raise,Shoulders,29.0,14,,,,""
2017-07-30,Lateral Machine Raise,Shoulders,29.0,15,,,,""
2017-07-30,Lateral Machine Raise,Shoulders,29.0,15,,,,""
2017-07-30,Lateral Machine Raise,Shoulders,29.0,15,,,,""
2017-07-30,Leg Extension Machine,Legs,18.0,15,,,,""
2017-07-30,Leg Extension Machine,Legs,18.0,15,,,,""
2017-07-30,Leg Extension Machine,Legs,18.0,15,,,,""
2017-07-30,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-07-30,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-07-30,Calf Raise On Leg Press,Legs,41.0,9,,,,""
2017-07-30,Calf Raise On Leg Press,Legs,41.0,9,,,,""
2017-07-30,Calf Raise On Leg Press,Legs,41.0,9,,,,""
2017-07-30,Lying Leg Curl Machine,Legs,25.0,9,,,,""
2017-07-30,Lying Leg Curl Machine,Legs,25.0,9,,,,""
2017-07-30,Lying Leg Curl Machine,Legs,25.0,9,,,,""
2017-07-30,Knee Raise,Abs,0.0,9,,,,""
2017-07-30,Knee Raise,Abs,0.0,9,,,,""
2017-07-30,Knee Raise,Abs,0.0,9,,,,""
2017-07-30,Knee Raise,Abs,0.0,9,,,,""
2017-07-30,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-07-30,Front Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-07-30,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-07-30,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-07-30,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-07-30,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-07-30,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-07-30,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-01,Flat Barbell Bench Press,Chest,62.5,4,,,,""
2017-08-01,Pause Bench,Chest,40.0,8,,,,""
2017-08-01,Pause Bench,Chest,40.0,8,,,,""
2017-08-01,Pause Bench,Chest,40.0,8,,,,""
2017-08-01,Pause Bench,Chest,40.0,8,,,,""
2017-08-01,Pause Bench,Chest,40.0,8,,,,""
2017-08-01,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-01,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-01,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-01,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-01,EZ-Bar Curl,Biceps,5.0,9,,,,""
2017-08-01,Incline Dumbbell Bench Press,Chest,25.0,5,,,,""
2017-08-01,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-01,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-01,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-01,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-01,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-01,Hammer Cable Curl,Biceps,32.0,8,,,,""
2017-08-01,Incline Hammer Strength Chest Press,Chest,15.0,12,,,,""
2017-08-01,Incline Hammer Strength Chest Press,Chest,17.5,10,,,,""
2017-08-01,Incline Hammer Strength Chest Press,Chest,17.5,10,,,,""
2017-08-01,Seated Incline Dumbbell Curl,Biceps,7.5,6,,,,""
2017-08-01,Seated Incline Dumbbell Curl,Biceps,7.5,7,,,,""
2017-08-01,Seated Incline Dumbbell Curl,Biceps,7.5,7,,,,""
2017-08-01,High Cable Fly,Chest,21.0,8,,,,""
2017-08-01,High Cable Fly,Chest,21.0,10,,,,""
2017-08-01,High Cable Fly,Chest,21.0,10,,,,""
2017-08-02,Deadlift,Back,122.5,6,,,,""
2017-08-02,Deadlift,Back,122.5,5,,,,"Rounding :("
2017-08-02,Deadlift,Back,122.5,4,,,,"Sit further back"
2017-08-02,Deadlift,Back,122.5,4,,,,""
2017-08-02,Deadlift,Back,122.5,6,,,,""
2017-08-02,Deadlift,Back,127.5,5,,,,""
2017-08-02,Deadlift,Back,127.5,5,,,,""
2017-08-02,Deadlift,Back,135.0,5,,,,""
2017-08-02,EZ-Bar Skullcrusher,Triceps,7.5,9,,,,""
2017-08-02,EZ-Bar Skullcrusher,Triceps,7.5,9,,,,""
2017-08-02,EZ-Bar Skullcrusher,Triceps,7.5,9,,,,""
2017-08-02,EZ-Bar Skullcrusher,Triceps,7.5,9,,,,""
2017-08-02,EZ-Bar Skullcrusher,Triceps,5.0,15,,,,""
2017-08-02,Pull Up,Back,0.0,3,,,,""
2017-08-02,Pull Up,Back,0.0,3,,,,""
2017-08-02,Pull Up,Back,0.0,3,,,,""
2017-08-02,Pull Up,Back,0.0,3,,,,""
2017-08-02,Pull Up,Back,0.0,3,,,,""
2017-08-02,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-02,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-02,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-02,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-02,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-02,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-02,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-02,Seated Cable Row,Back,45.0,10,,,,""
2017-08-02,Seated Cable Row,Back,45.0,10,,,,""
2017-08-02,Seated Cable Row,Back,45.0,10,,,,""
2017-08-02,V-Bar Push Down,Triceps,41.0,14,,,,""
2017-08-02,V-Bar Push Down,Triceps,41.0,15,,,,""
2017-08-02,V-Bar Push Down,Triceps,41.0,14,,,,""
2017-08-02,V-Bar Push Down,Triceps,41.0,15,,,,""
2017-08-02,Cable Crunch,Abs,77.0,8,,,,""
2017-08-02,Cable Crunch,Abs,77.0,8,,,,""
2017-08-02,Cable Crunch,Abs,77.0,8,,,,""
2017-08-02,Cable Crunch,Abs,77.0,8,,,,""
2017-08-03,Barbell Squat,Legs,112.5,4,,,,""
2017-08-03,Barbell Squat,Legs,112.5,4,,,,""
2017-08-03,Barbell Squat,Legs,112.5,4,,,,""
2017-08-03,Barbell Squat,Legs,117.5,4,,,,""
2017-08-03,Barbell Squat,Legs,117.5,4,,,,""
2017-08-03,Barbell Squat,Legs,117.5,4,,,,""
2017-08-03,Barbell Squat,Legs,122.5,4,,,,""
2017-08-03,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2017-08-03,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2017-08-03,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2017-08-03,Seated Dumbbell Press,Shoulders,15.0,10,,,,""
2017-08-03,Face Pull On Lat Pulldown,Shoulders,27.0,9,,,,""
2017-08-03,Face Pull On Lat Pulldown,Shoulders,27.0,10,,,,""
2017-08-03,Face Pull On Lat Pulldown,Shoulders,27.0,9,,,,""
2017-08-03,Face Pull On Lat Pulldown,Shoulders,27.0,10,,,,""
2017-08-03,Lateral Machine Raise,Shoulders,32.0,10,,,,""
2017-08-03,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-03,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-03,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-03,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-03,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-03,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-03,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-03,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-03,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-03,Cable Crunch,Abs,73.0,11,,,,""
2017-08-03,Cable Crunch,Abs,73.0,12,,,,""
2017-08-03,Cable Crunch,Abs,73.0,12,,,,""
2017-08-03,Cable Crunch,Abs,73.0,12,,,,""
2017-08-03,Lateral Machine Raise,Shoulders,32.0,10,,,,""
2017-08-03,Lateral Machine Raise,Shoulders,32.0,10,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,42.5,8,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,42.5,8,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,42.5,8,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,42.5,8,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,50.0,6,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,50.0,6,,,,""
2017-08-04,Flat Barbell Bench Press,Chest,52.5,6,,,,""
2017-08-04,Pause Bench,Chest,40.0,10,,,,""
2017-08-04,Pause Bench,Chest,40.0,10,,,,""
2017-08-04,Pause Bench,Chest,40.0,10,,,,""
2017-08-04,Pause Bench,Chest,40.0,10,,,,""
2017-08-04,Pause Bench,Chest,40.0,10,,,,""
2017-08-04,Incline Dumbbell Bench Press,Chest,25.0,5,,,,""
2017-08-04,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-04,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-04,Incline Dumbbell Bench Press,Chest,25.0,6,,,,""
2017-08-04,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-04,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-04,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-04,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-04,Incline Hammer Strength Chest Press,Chest,17.5,8,,,,""
2017-08-04,Incline Hammer Strength Chest Press,Chest,17.5,10,,,,""
2017-08-04,Incline Hammer Strength Chest Press,Chest,17.5,10,,,,""
2017-08-04,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-04,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-04,Hammer Cable Curl,Biceps,32.0,8,,,,""
2017-08-04,Seated Incline Dumbbell Curl,Biceps,7.5,6,,,,""
2017-08-04,Seated Incline Dumbbell Curl,Biceps,7.5,7,,,,""
2017-08-04,Seated Incline Dumbbell Curl,Biceps,7.5,7,,,,""
2017-08-04,High Cable Fly,Chest,21.0,8,,,,""
2017-08-04,High Cable Fly,Chest,21.0,10,,,,""
2017-08-04,High Cable Fly,Chest,21.0,10,,,,""
2017-08-05,Sumo Deadlift,Legs,145.0,3,,,,""
2017-08-05,Sumo Deadlift,Legs,145.0,3,,,,""
2017-08-05,Sumo Deadlift,Legs,145.0,3,,,,"Wrong TM"
2017-08-05,Sumo Deadlift,Legs,147.5,3,,,,""
2017-08-05,Sumo Deadlift,Legs,152.5,3,,,,"Hook"
2017-08-05,Sumo Deadlift,Legs,152.5,3,,,,""
2017-08-05,Sumo Deadlift,Legs,152.5,3,,,,""
2017-08-05,Sumo Deadlift,Legs,157.5,4,,,,""
2017-08-05,Pull Up,Back,0.0,4,,,,""
2017-08-05,Pull Up,Back,0.0,4,,,,""
2017-08-05,Pull Up,Back,0.0,3,,,,""
2017-08-05,Pull Up,Back,0.0,3,,,,""
2017-08-05,Pull Up,Back,0.0,3,,,,""
2017-08-05,Barbell Row,Back,47.5,10,,,,""
2017-08-05,Barbell Row,Back,42.5,10,,,,""
2017-08-05,Barbell Row,Back,42.5,10,,,,""
2017-08-05,Barbell Row,Back,42.5,10,,,,""
2017-08-05,Barbell Row,Back,42.5,10,,,,""
2017-08-05,Neutral Grip Lat Pulldown,Back,45.0,8,,,,""
2017-08-05,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-05,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-05,Neutral Grip Lat Pulldown,Back,45.0,10,,,,""
2017-08-05,EZ-Bar Skullcrusher,Triceps,7.5,9,,,,""
2017-08-05,EZ-Bar Skullcrusher,Triceps,7.5,10,,,,""
2017-08-05,EZ-Bar Skullcrusher,Triceps,7.5,10,,,,""
2017-08-05,EZ-Bar Skullcrusher,Triceps,7.5,11,,,,""
2017-08-05,EZ-Bar Skullcrusher,Triceps,5.0,16,,,,""
2017-08-05,Seated Cable Row,Back,45.0,9,,,,""
2017-08-05,Seated Cable Row,Back,45.0,11,,,,""
2017-08-05,Seated Cable Row,Back,45.0,11,,,,""
2017-08-05,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-05,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-05,Parallel Bar Triceps Dip,Triceps,0.0,10,,,,""
2017-08-05,Cable Crunch,Abs,68.0,16,,,,""
2017-08-05,Cable Crunch,Abs,68.0,16,,,,""
2017-08-05,Cable Crunch,Abs,68.0,16,,,,""
2017-08-05,Cable Crunch,Abs,68.0,16,,,,""
2017-08-05,V-Bar Push Down,Triceps,46.0,10,,,,""
2017-08-05,V-Bar Push Down,Triceps,46.0,10,,,,""
2017-08-05,V-Bar Push Down,Triceps,46.0,10,,,,""
2017-08-05,V-Bar Push Down,Triceps,46.0,10,,,,""
2017-08-06,Front Squat,Legs,62.5,6,,,,""
2017-08-06,Front Squat,Legs,62.5,6,,,,""
2017-08-06,Front Squat,Legs,62.5,6,,,,""
2017-08-06,Front Squat,Legs,62.5,6,,,,""
2017-08-06,Front Squat,Legs,62.5,6,,,,""
2017-08-06,Front Squat,Legs,67.5,5,,,,""
2017-08-06,Front Squat,Legs,67.5,5,,,,""
2017-08-06,Front Squat,Legs,70.0,7,,,,""
2017-08-06,Overhead Press,Shoulders,30.0,7,,,,""
2017-08-06,Overhead Press,Shoulders,30.0,4,,,,""
2017-08-06,Overhead Press,Shoulders,25.0,11,,,,""
2017-08-06,Overhead Press,Shoulders,25.0,10,,,,""
2017-08-06,Overhead Press,Shoulders,25.0,9,,,,""
2017-08-06,Overhead Press,Shoulders,25.0,9,,,,""
2017-08-06,Face Pull On Lat Pulldown,Shoulders,27.0,10,,,,""
2017-08-06,Face Pull On Lat Pulldown,Shoulders,27.0,10,,,,""
2017-08-06,Face Pull On Lat Pulldown,Shoulders,27.0,10,,,,""
2017-08-06,Face Pull On Lat Pulldown,Shoulders,27.0,12,,,,""
2017-08-06,Lateral Machine Raise,Shoulders,32.0,11,,,,""
2017-08-06,Lateral Machine Raise,Shoulders,32.0,11,,,,""
2017-08-06,Lateral Machine Raise,Shoulders,32.0,11,,,,""
2017-08-06,Lateral Machine Raise,Shoulders,32.0,11,,,,""
2017-08-06,Calf Raise On Leg Press,Legs,41.0,11,,,,""
2017-08-06,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-06,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-06,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-06,Lying Leg Curl Machine,Legs,25.0,10,,,,""
2017-08-06,Lying Leg Curl Machine,Legs,25.0,10,,,,""
2017-08-06,Lying Leg Curl Machine,Legs,25.0,12,,,,""
2017-08-06,Leg Extension Machine,Legs,20.0,12,,,,""
2017-08-06,Knee Raise,Abs,0.0,11,,,,""
2017-08-06,Knee Raise,Abs,0.0,11,,,,""
2017-08-06,Knee Raise,Abs,0.0,11,,,,""
2017-08-06,Knee Raise,Abs,0.0,11,,,,""
2017-08-06,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-06,Lateral Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-06,Lateral Dumbbell Raise,Shoulders,7.5,12,,,,""
2017-08-06,Lateral Dumbbell Raise,Shoulders,7.5,12,,,,""
2017-08-06,Front Dumbbell Raise,Shoulders,7.5,10,,,,""
2017-08-06,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-08-06,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-08-06,Front Dumbbell Raise,Shoulders,10.0,10,,,,""
2017-08-06,Calf Raise On Leg Press,Legs,41.0,10,,,,""
2017-08-06,Leg Extension Machine,Legs,20.0,15,,,,""
2017-08-06,Leg Extension Machine,Legs,20.0,13,,,,""
2017-08-06,Lunges,Legs,0.0,8,,,,""
2017-08-06,Lunges,Legs,10.0,8,,,,""
2017-08-06,Lunges,Legs,10.0,8,,,,""
2017-08-06,Lunges,Legs,10.0,10,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,50.0,2,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,60.0,1,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,60.0,1,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,65.0,1,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,65.0,1,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,70.0,1,,,,""
2017-08-07,Flat Barbell Bench Press,Chest,75.0,1,,,,"Grindy"
2017-08-07,Incline Dumbbell Bench Press,Chest,25.0,7,,,,""
2017-08-07,Incline Dumbbell Bench Press,Chest,25.0,8,,,,""
2017-08-07,Incline Dumbbell Bench Press,Chest,25.0,8,,,,""
2017-08-07,Incline Dumbbell Bench Press,Chest,25.0,8,,,,""
2017-08-07,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-07,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-07,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-07,EZ-Bar Curl,Biceps,7.5,9,,,,""
2017-08-07,Incline Hammer Strength Chest Press,Chest,20.0,7,,,,""
2017-08-07,Incline Hammer Strength Chest Press,Chest,20.0,8,,,,""
2017-08-07,Incline Hammer Strength Chest Press,Chest,20.0,8,,,,""
2017-08-07,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-07,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-07,Hammer Cable Curl,Biceps,32.0,9,,,,""
2017-08-07,High Cable Fly,Chest,21.0,10,,,,""
2017-08-07,High Cable Fly,Chest,21.0,12,,,,""
2017-08-07,High Cable Fly,Chest,21.0,10,,,,""
2017-08-07,Seated Incline Dumbbell Curl,Biceps,7.5,5,,,,""
2017-08-07,Seated Incline Dumbbell Curl,Biceps,7.5,6,,,,""
2017-08-07,Seated Incline Dumbbell Curl,Biceps,7.5,6,,,,""
2017-08-07,Incline Hammer Strength Chest Press,Chest,15.0,8,,,,""
2017-08-07,Seated Incline Dumbbell Curl,Biceps,5.0,8,,,,""
2017-08-08,Sumo Deadlift,Legs,60.0,3,,,,""
2017-08-08,Sumo Deadlift,Legs,100.0,1,,,,""
2017-08-08,Sumo Deadlift,Legs,140.0,1,,,,""
2017-08-08,Sumo Deadlift,Legs,160.0,1,,,,""
2017-08-08,Sumo Deadlift,Legs,180.0,1,,,,"Hook"
2017-08-08,Sumo Deadlift,Legs,202.5,1,,,,""
2017-08-08,Pull Up,Back,0.0,4,,,,""
2017-08-08,Pull Up,Back,0.0,4,,,,""
2017-08-08,Pull Up,Back,0.0,3,,,,""
2017-08-08,Pull Up,Back,0.0,3,,,,""
2017-08-08,Pull Up,Back,0.0,3,,,,""
2017-08-08,EZ-Bar Skullcrusher,Triceps,7.5,10,,,,""
2017-08-08,EZ-Bar Skullcrusher,Triceps,7.5,11,,,,""
2017-08-08,EZ-Bar Skullcrusher,Triceps,7.5,11,,,,""
2017-08-08,EZ-Bar Skullcrusher,Triceps,7.5,12,,,,""
2017-08-08,EZ-Bar Skullcrusher,Triceps,5.0,18,,,,""
2017-08-08,Barbell Row,Back,50.0,8,,,,""
2017-08-08,Barbell Row,Back,50.0,8,,,,""
2017-08-08,Barbell Row,Back,50.0,8,,,,""
2017-08-08,Barbell Row,Back,50.0,10,,,,""
2017-08-08,Neutral Grip Lat Pulldown,Back,45.0,8,,,,""
2017-08-08,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-08,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
2017-08-08,Parallel Bar Triceps Dip,Triceps,0.0,10,,,,""
2017-08-08,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-08,Parallel Bar Triceps Dip,Triceps,0.0,9,,,,""
2017-08-08,V-Bar Push Down,Triceps,46.0,13,,,,""
2017-08-08,V-Bar Push Down,Triceps,46.0,12,,,,""
2017-08-08,V-Bar Push Down,Triceps,46.0,10,,,,""
2017-08-08,Cable Crunch,Abs,68.0,16,,,,""
2017-08-08,Cable Crunch,Abs,68.0,16,,,,""
2017-08-08,Cable Crunch,Abs,68.0,16,,,,""
2017-08-08,Cable Crunch,Abs,68.0,16,,,,""
2017-08-08,Seated Cable Row,Back,45.0,9,,,,""
2017-08-08,Seated Cable Row,Back,45.0,11,,,,""
2017-08-08,Seated Cable Row,Back,45.0,11,,,,""
2017-08-10,Barbell Squat,Legs,100.0,5,,,,""
2017-08-10,Barbell Squat,Legs,100.0,5,,,,""
2017-08-10,Barbell Squat,Legs,100.0,5,,,,""
2017-08-10,Barbell Squat,Legs,90.0,5,,,,""
2017-08-10,Romanian Deadlift,Legs,50.0,5,,,,""
2017-08-10,Romanian Deadlift,Legs,60.0,8,,,,""
2017-08-10,Romanian Deadlift,Legs,80.0,6,,,,""
2017-08-10,Romanian Deadlift,Legs,80.0,6,,,,""
2017-08-10,Romanian Deadlift,Legs,70.0,5,,,,""
2017-08-10,Seated Dumbbell Press,Shoulders,15.0,8,,,,""
2017-08-10,Seated Dumbbell Press,Shoulders,15.0,8,,,,""
2017-08-10,Seated Dumbbell Press,Shoulders,15.0,8,,,,""
2017-08-10,Cable Face Pull,Shoulders,25.0,10,,,,""
2017-08-10,Cable Face Pull,Shoulders,25.0,10,,,,""
2017-08-10,Cable Face Pull,Shoulders,25.0,10,,,,""
2017-08-10,Cable Face Pull,Shoulders,25.0,10,,,,""
2017-08-10,Lateral Dumbbell Raise,Shoulders,5.0,12,,,,""
2017-08-10,Lateral Dumbbell Raise,Shoulders,5.0,15,,,,""
2017-08-10,Lateral Dumbbell Raise,Shoulders,5.0,15,,,,""
2017-08-10,Lateral Dumbbell Raise,Shoulders,5.0,15,,,,""
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,8,,,,""
2017-08-10,Cable Crunch,Abs,75.0,8,,,,""
2017-08-10,Cable Crunch,Abs,70.0,12,,,,""
2017-08-10,Cable Crunch,Abs,65.0,15,,,,""
2017-08-10,Cable Crunch,Abs,65.0,15,,,,""
2017-08-10,Calf Raise On Leg Press,Legs,60.0,10,,,,""
2017-08-10,Calf Raise On Leg Press,Legs,60.0,10,,,,""
2017-08-10,Calf Raise On Leg Press,Legs,60.0,12,,,,""
2017-08-10,Calf Raise On Leg Press,Legs,60.0,12,,,,""
2017-08-11,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2017-08-11,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2017-08-11,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2017-08-11,Incline Barbell Bench Press,Chest,40.0,8,,,,""
2017-08-11,Incline Barbell Bench Press,Chest,40.0,8,,,,""
2017-08-11,Incline Barbell Bench Press,Chest,40.0,8,,,,""
2017-08-11,EZ-Bar Curl,Biceps,5.0,10,,,,""
2017-08-11,EZ-Bar Curl,Biceps,5.0,12,,,,""
2017-08-11,EZ-Bar Curl,Biceps,5.0,12,,,,""
2017-08-11,Incline Dumbbell Bench Press,Chest,17.5,8,,,,""
2017-08-11,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-11,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-11,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-11,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-11,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-11,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-14,Sumo Deadlift,Legs,120.0,5,,,,""
2017-08-14,Sumo Deadlift,Legs,120.0,5,,,,""
2017-08-14,Sumo Deadlift,Legs,120.0,5,,,,""
2017-08-14,Barbell Row,Back,40.0,10,,,,""
2017-08-14,Barbell Row,Back,40.0,10,,,,""
2017-08-14,Barbell Row,Back,40.0,10,,,,""
2017-08-14,Barbell Row,Back,40.0,10,,,,""
2017-08-14,Barbell Squat,Legs,100.0,5,,,,""
2017-08-14,Barbell Squat,Legs,100.0,5,,,,""
2017-08-14,Barbell Squat,Legs,100.0,5,,,,""
2017-08-14,Overhead Press,Shoulders,30.0,6,,,,""
2017-08-14,EZ-Bar Skullcrusher,Triceps,5.0,10,,,,""
2017-08-14,Lateral Dumbbell Raise,Shoulders,5.0,15,,,,""
2017-08-14,Face Pull On Lat Pulldown,Shoulders,25.0,8,,,,""
2017-08-14,Overhead Press,Shoulders,30.0,6,,,,""
2017-08-14,Overhead Press,Shoulders,30.0,6,,,,""
2017-08-14,EZ-Bar Skullcrusher,Triceps,5.0,10,,,,""
2017-08-14,EZ-Bar Skullcrusher,Triceps,5.0,10,,,,""
2017-08-14,Neutral Grip Lat Pulldown,Back,40.0,8,,,,""
2017-08-14,Neutral Grip Lat Pulldown,Back,45.0,8,,,,""
2017-08-14,EZ-Bar Skullcrusher,Triceps,5.0,12,,,,""
2017-08-14,Lateral Dumbbell Raise,Shoulders,7.5,8,,,,""
2017-08-14,Lateral Dumbbell Raise,Shoulders,7.5,8,,,,""
2017-08-14,Lateral Dumbbell Raise,Shoulders,7.5,8,,,,""
2017-08-14,Face Pull On Lat Pulldown,Shoulders,25.0,8,,,,""
2017-08-14,Face Pull On Lat Pulldown,Shoulders,25.0,8,,,,""
2017-08-14,Face Pull On Lat Pulldown,Shoulders,25.0,8,,,,""
2017-08-14,Neutral Grip Lat Pulldown,Back,45.0,8,,,,""
2017-08-15,Pause Bench,Chest,40.0,8,,,,""
2017-08-15,Pause Bench,Chest,40.0,8,,,,""
2017-08-15,Pause Bench,Chest,40.0,8,,,,""
2017-08-15,EZ-Bar Curl,Biceps,5.0,10,,,,""
2017-08-15,EZ-Bar Curl,Biceps,5.0,10,,,,""
2017-08-15,EZ-Bar Curl,Biceps,5.0,10,,,,""
2017-08-15,Incline Barbell Bench Press,Chest,40.0,6,,,,""
2017-08-15,Incline Barbell Bench Press,Chest,40.0,6,,,,""
2017-08-15,Incline Barbell Bench Press,Chest,40.0,6,,,,""
2017-08-15,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-15,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-15,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2017-08-15,Incline Dumbbell Bench Press,Chest,17.5,8,,,,""
2017-08-15,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-15,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-15,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2017-08-16,Sumo Deadlift,Legs,140.0,3,,,,""
2017-08-16,Sumo Deadlift,Legs,140.0,3,,,,""
2017-08-16,Sumo Deadlift,Legs,140.0,3,,,,""
2017-08-16,Sumo Deadlift,Legs,110.0,5,,,,""
2017-08-16,Sumo Deadlift,Legs,110.0,5,,,,""
2017-08-16,Barbell Row,Back,40.0,10,,,,""
2017-08-16,Barbell Row,Back,40.0,10,,,,""
2017-08-16,Barbell Row,Back,40.0,12,,,,""
2017-08-16,EZ-Bar Skullcrusher,Triceps,5.0,12,,,,""
2017-08-16,EZ-Bar Skullcrusher,Triceps,5.0,12,,,,""
2017-08-16,EZ-Bar Skullcrusher,Triceps,5.0,12,,,,""
2017-08-16,Neutral Grip Lat Pulldown,Back,45.0,9,,,,""
